,registered,casual,season,holiday,workingday,weather,atemp,hour,year,sunindicator
9104,284,219,3,0,0,1,36.365,17,2012,1
9105,273,227,3,0,0,1,35.605,18,2012,1
9106,152,140,3,0,0,2,33.335,19,2012,1
9107,41,63,3,0,0,2,33.335,20,2012,0
9108,92,79,3,0,0,1,32.575,21,2012,0
9109,100,66,3,0,0,3,31.82,22,2012,0
9110,70,53,3,0,0,3,29.545,23,2012,0
9111,62,42,3,1,0,2,29.545,0,2012,0
9112,37,18,3,1,0,2,31.82,1,2012,0
9113,30,10,3,1,0,1,29.545,2,2012,0
9114,22,6,3,1,0,1,29.545,3,2012,0
9115,5,6,3,1,0,1,29.545,4,2012,0
9116,3,1,3,1,0,1,29.545,5,2012,0
9117,12,3,3,1,0,1,29.545,6,2012,1
9118,37,6,3,1,0,1,31.82,7,2012,1
9119,91,36,3,1,0,2,33.335,8,2012,1
9120,158,71,3,1,0,2,33.335,9,2012,1
9121,224,135,3,1,0,2,35.605,10,2012,1
9122,272,187,3,1,0,2,34.85,11,2012,1
9123,352,191,3,1,0,2,35.605,12,2012,1
9124,357,209,3,1,0,2,36.365,13,2012,1
9125,349,163,3,1,0,1,34.85,14,2012,1
9126,281,168,3,1,0,1,34.85,15,2012,1
9127,335,165,3,1,0,1,34.85,16,2012,1
9128,317,181,3,1,0,1,34.85,17,2012,1
9129,337,145,3,1,0,1,34.85,18,2012,1
9130,301,73,3,1,0,1,34.85,19,2012,1
9131,183,78,3,1,0,1,34.09,20,2012,0
9132,142,42,3,1,0,1,34.09,21,2012,0
9133,104,17,3,1,0,2,33.335,22,2012,0
9134,58,12,3,1,0,2,33.335,23,2012,0
9135,19,10,3,0,1,2,33.335,0,2012,0
9136,9,15,3,0,1,1,31.82,1,2012,0
9137,4,1,3,0,1,1,31.82,2,2012,0
9138,9,1,3,0,1,2,29.545,3,2012,0
9139,8,0,3,0,1,2,29.545,4,2012,0
9140,37,1,3,0,1,2,29.545,5,2012,0
9141,165,7,3,0,1,2,31.82,6,2012,1
9142,480,13,3,0,1,2,31.82,7,2012,1
9143,617,15,3,0,1,1,33.335,8,2012,1
9144,293,30,3,0,1,2,34.85,9,2012,1
9145,130,42,3,0,1,2,34.85,10,2012,1
9146,159,39,3,0,1,2,34.85,11,2012,1
9147,233,54,3,0,1,1,36.365,12,2012,1
9148,203,72,3,0,1,1,37.88,13,2012,1
9149,202,72,3,0,1,1,37.88,14,2012,1
9150,224,68,3,0,1,1,38.635,15,2012,1
9151,397,61,3,0,1,1,36.365,16,2012,1
9152,746,110,3,0,1,1,36.365,17,2012,1
9153,745,94,3,0,1,1,37.12,18,2012,1
9154,502,50,3,0,1,1,36.365,19,2012,1
9155,338,47,3,0,1,1,34.85,20,2012,0
9156,240,28,3,0,1,1,35.605,21,2012,0
9157,154,25,3,0,1,1,34.85,22,2012,0
9158,83,12,3,0,1,1,34.85,23,2012,0
9159,27,10,3,0,1,1,34.85,0,2012,0
9160,11,2,3,0,1,1,33.335,1,2012,0
9161,9,0,3,0,1,1,33.335,2,2012,0
9162,4,0,3,0,1,1,33.335,3,2012,0
9163,3,2,3,0,1,1,33.335,4,2012,0
9164,39,1,3,0,1,2,33.335,5,2012,0
9165,203,7,3,0,1,1,33.335,6,2012,1
9166,489,11,3,0,1,2,33.335,7,2012,1
9167,692,33,3,0,1,1,34.85,8,2012,1
9168,263,27,3,0,1,1,34.85,9,2012,1
9169,181,54,3,0,1,2,36.365,10,2012,1
9170,156,61,3,0,1,2,37.12,11,2012,1
9171,217,49,3,0,1,1,38.635,12,2012,1
9172,184,50,3,0,1,1,39.395,13,2012,1
9173,177,34,3,0,1,1,39.395,14,2012,1
9174,204,41,3,0,1,1,38.635,15,2012,1
9175,344,86,3,0,1,1,36.365,16,2012,1
9176,780,83,3,0,1,1,36.365,17,2012,1
9177,757,82,3,0,1,1,37.12,18,2012,1
9178,598,64,3,0,1,1,34.85,19,2012,1
9179,357,55,3,0,1,1,35.605,20,2012,0
9180,278,18,3,0,1,1,34.85,21,2012,0
9181,181,38,3,0,1,1,34.85,22,2012,0
9182,126,24,3,0,1,1,33.335,23,2012,0
9183,35,30,3,0,1,2,33.335,0,2012,0
9184,16,2,3,0,1,2,33.335,1,2012,0
9185,7,1,3,0,1,1,34.85,2,2012,0
9186,9,0,3,0,1,1,33.335,3,2012,0
9187,8,0,3,0,1,2,33.335,4,2012,0
9188,35,3,3,0,1,2,33.335,5,2012,0
9189,189,11,3,0,1,2,33.335,6,2012,1
9190,461,21,3,0,1,2,33.335,7,2012,1
9191,622,24,3,0,1,3,33.335,8,2012,1
9192,115,8,3,0,1,3,29.545,9,2012,1
9193,40,9,3,0,1,3,29.545,10,2012,1
9194,52,10,3,0,1,3,33.335,11,2012,1
9195,126,11,3,0,1,2,34.85,12,2012,1
9196,152,39,3,0,1,2,34.85,13,2012,1
9197,178,38,3,0,1,1,35.605,14,2012,1
9198,228,42,3,0,1,1,34.85,15,2012,1
9199,374,42,3,0,1,1,34.85,16,2012,1
9200,741,67,3,0,1,1,34.85,17,2012,1
9201,761,74,3,0,1,1,34.09,18,2012,1
9202,504,54,3,0,1,1,31.82,19,2012,0
9203,356,50,3,0,1,1,30.305,20,2012,0
9204,240,32,3,0,1,1,28.79,21,2012,0
9205,193,24,3,0,1,1,28.79,22,2012,0
9206,150,19,3,0,1,1,28.79,23,2012,0
9207,79,17,3,0,1,1,28.79,0,2012,0
9208,19,10,3,0,1,1,28.03,1,2012,0
9209,10,1,3,0,1,1,28.79,2,2012,0
9210,9,0,3,0,1,1,28.79,3,2012,0
9211,7,1,3,0,1,1,28.03,4,2012,0
9212,39,1,3,0,1,1,28.03,5,2012,0
9213,135,5,3,0,1,1,28.03,6,2012,1
9214,465,21,3,0,1,1,28.79,7,2012,1
9215,690,29,3,0,1,1,30.305,8,2012,1
9216,311,33,3,0,1,1,33.335,9,2012,1
9217,171,53,3,0,1,1,34.85,10,2012,1
9218,215,81,3,0,1,1,35.605,11,2012,1
9219,247,76,3,0,1,1,37.12,12,2012,1
9220,283,71,3,0,1,1,38.635,13,2012,1
9221,187,66,3,0,1,1,38.635,14,2012,1
9222,265,66,3,0,1,1,37.88,15,2012,1
9223,395,75,3,0,1,1,37.88,16,2012,1
9224,684,88,3,0,1,1,37.12,17,2012,1
9225,697,95,3,0,1,1,35.605,18,2012,1
9226,498,70,3,0,1,1,34.09,19,2012,0
9227,340,51,3,0,1,1,34.09,20,2012,0
9228,246,55,3,0,1,1,33.335,21,2012,0
9229,247,52,3,0,1,1,33.335,22,2012,0
9230,220,28,3,0,1,1,29.545,23,2012,0
9231,130,20,3,0,0,1,29.545,0,2012,0
9232,107,10,3,0,0,2,29.545,1,2012,0
9233,68,9,3,0,0,1,29.545,2,2012,0
9234,40,3,3,0,0,2,29.545,3,2012,0
9235,8,3,3,0,0,2,29.545,4,2012,0
9236,13,2,3,0,0,2,29.545,5,2012,0
9237,26,8,3,0,0,2,29.545,6,2012,1
9238,71,11,3,0,0,1,29.545,7,2012,1
9239,197,33,3,0,0,1,33.335,8,2012,1
9240,261,87,3,0,0,1,33.335,9,2012,1
9241,322,100,3,0,0,1,34.85,10,2012,1
9242,405,173,3,0,0,1,35.605,11,2012,1
9243,474,220,3,0,0,1,37.88,12,2012,1
9244,435,233,3,0,0,1,38.635,13,2012,1
9245,366,260,3,0,0,1,38.635,14,2012,1
9246,337,175,3,0,0,3,26.515,15,2012,1
9247,95,19,3,0,0,3,26.515,16,2012,1
9248,119,52,3,0,0,3,27.275,17,2012,1
9249,140,27,3,0,0,3,27.275,18,2012,1
9250,187,28,3,0,0,3,27.275,19,2012,0
9251,166,28,3,0,0,2,27.275,20,2012,0
9252,155,26,3,0,0,2,28.03,21,2012,0
9253,176,18,3,0,0,2,27.275,22,2012,0
9254,121,12,3,0,0,2,27.275,23,2012,0
9255,106,18,3,0,0,2,26.515,0,2012,0
9256,104,20,3,0,0,1,26.515,1,2012,0
9257,81,15,3,0,0,1,25.76,2,2012,0
9258,32,14,3,0,0,1,25.76,3,2012,0
9259,16,12,3,0,0,1,25.0,4,2012,0
9260,39,16,3,0,0,1,25.0,5,2012,0
9261,24,11,3,0,0,1,25.0,6,2012,1
9262,50,20,3,0,0,1,25.76,7,2012,1
9263,143,27,3,0,0,1,27.275,8,2012,1
9264,214,85,3,0,0,1,30.305,9,2012,1
9265,323,172,3,0,0,1,31.06,10,2012,1
9266,391,194,3,0,0,1,31.06,11,2012,1
9267,510,247,3,0,0,1,31.06,12,2012,1
9268,491,238,3,0,0,1,31.82,13,2012,1
9269,415,232,3,0,0,1,32.575,14,2012,1
9270,412,284,3,0,0,1,32.575,15,2012,1
9271,473,228,3,0,0,1,31.82,16,2012,1
9272,458,213,3,0,0,1,31.82,17,2012,1
9273,404,156,3,0,0,1,31.06,18,2012,1
9274,362,134,3,0,0,1,31.06,19,2012,0
9275,265,91,3,0,0,1,31.06,20,2012,0
9276,149,57,3,0,0,1,31.06,21,2012,0
9277,125,64,3,0,0,1,27.275,22,2012,0
9278,70,22,3,0,0,1,26.515,23,2012,0
9279,35,6,3,0,1,1,26.515,0,2012,0
9280,11,7,3,0,1,1,25.76,1,2012,0
9281,6,11,3,0,1,1,25.76,2,2012,0
9282,7,5,3,0,1,1,25.0,3,2012,0
9283,4,1,3,0,1,1,25.0,4,2012,0
9284,36,4,3,0,1,1,24.24,5,2012,0
9285,172,8,3,0,1,1,24.24,6,2012,1
9286,427,20,3,0,1,1,25.0,7,2012,1
9287,697,33,3,0,1,1,26.515,8,2012,1
9288,321,40,3,0,1,1,31.06,9,2012,1
9289,168,42,3,0,1,1,31.06,10,2012,1
9290,167,69,3,0,1,1,31.06,11,2012,1
9291,256,76,3,0,1,1,31.06,12,2012,1
9292,251,72,3,0,1,1,31.06,13,2012,1
9293,233,107,3,0,1,1,31.06,14,2012,1
9294,231,115,3,0,1,1,31.06,15,2012,1
9295,380,108,3,0,1,1,31.06,16,2012,1
9296,744,127,3,0,1,1,31.06,17,2012,1
9297,857,111,3,0,1,1,31.06,18,2012,1
9298,562,71,3,0,1,1,31.06,19,2012,0
9299,356,34,3,0,1,1,31.06,20,2012,0
9300,256,29,3,0,1,1,26.515,21,2012,0
9301,144,15,3,0,1,1,25.76,22,2012,0
9302,86,7,3,0,1,1,25.76,23,2012,0
9303,27,5,3,0,1,1,25.0,0,2012,0
9304,10,0,3,0,1,1,24.24,1,2012,0
9305,5,1,3,0,1,1,23.485,2,2012,0
9306,7,1,3,0,1,1,23.485,3,2012,0
9307,8,1,3,0,1,1,23.485,4,2012,0
9308,41,3,3,0,1,1,22.725,5,2012,0
9309,200,11,3,0,1,1,22.725,6,2012,1
9310,572,24,3,0,1,1,24.24,7,2012,1
9311,702,48,3,0,1,1,25.76,8,2012,1
9312,323,35,3,0,1,1,31.06,9,2012,1
9313,142,54,3,0,1,1,31.06,10,2012,1
9314,187,60,3,0,1,1,31.06,11,2012,1
9315,254,62,3,0,1,1,31.06,12,2012,1
9316,256,72,3,0,1,1,31.06,13,2012,1
9317,181,74,3,0,1,1,31.06,14,2012,1
9318,253,73,3,0,1,1,31.82,15,2012,1
9319,437,99,3,0,1,1,31.82,16,2012,1
9320,802,168,3,0,1,1,31.82,17,2012,1
9321,767,110,3,0,1,1,31.06,18,2012,1
9322,540,56,3,0,1,1,31.06,19,2012,0
9323,421,40,3,0,1,1,27.275,20,2012,0
9324,282,28,3,0,1,1,26.515,21,2012,0
9325,189,27,3,0,1,1,26.515,22,2012,0
9326,91,18,3,0,1,1,25.76,23,2012,0
9327,41,8,3,0,1,1,25.0,0,2012,0
9328,19,2,3,0,1,1,25.0,1,2012,0
9329,9,2,3,0,1,1,25.0,2,2012,0
9330,7,0,3,0,1,1,24.24,3,2012,0
9331,5,0,3,0,1,1,24.24,4,2012,0
9332,44,4,3,0,1,1,24.24,5,2012,0
9333,199,6,3,0,1,1,24.24,6,2012,1
9334,533,24,3,0,1,1,25.0,7,2012,1
9335,727,43,3,0,1,1,26.515,8,2012,1
9336,278,50,3,0,1,1,30.305,9,2012,1
9337,148,57,3,0,1,1,30.305,10,2012,1
9338,181,51,3,0,1,1,31.06,11,2012,1
9339,264,88,3,0,1,1,31.82,12,2012,1
9340,238,85,3,0,1,1,31.82,13,2012,1
9341,200,78,3,0,1,1,31.82,14,2012,1
9342,243,75,3,0,1,1,32.575,15,2012,1
9343,419,90,3,0,1,1,32.575,16,2012,1
9344,811,114,3,0,1,1,31.82,17,2012,1
9345,886,91,3,0,1,1,31.06,18,2012,1
9346,557,78,3,0,1,1,31.06,19,2012,0
9347,432,38,3,0,1,1,31.06,20,2012,0
9348,279,27,3,0,1,1,30.305,21,2012,0
9349,189,23,3,0,1,1,26.515,22,2012,0
9350,111,16,3,0,1,1,26.515,23,2012,0
9351,46,11,3,0,1,1,26.515,0,2012,0
9352,22,6,3,0,1,1,25.76,1,2012,0
9353,9,0,3,0,1,1,25.76,2,2012,0
9354,9,2,3,0,1,1,25.0,3,2012,0
9355,6,0,3,0,1,1,25.0,4,2012,0
9356,54,3,3,0,1,1,25.0,5,2012,0
9357,186,9,3,0,1,1,24.24,6,2012,1
9358,549,22,3,0,1,1,25.76,7,2012,1
9359,725,33,3,0,1,1,26.515,8,2012,1
9360,292,46,3,0,1,1,30.305,9,2012,1
9361,149,63,3,0,1,1,31.06,10,2012,1
9362,183,71,3,0,1,1,31.06,11,2012,1
9363,240,57,3,0,1,1,31.82,12,2012,1
9364,223,60,3,0,1,1,31.82,13,2012,1
9365,214,60,3,0,1,1,32.575,14,2012,1
9366,253,99,3,0,1,1,32.575,15,2012,1
9367,406,85,3,0,1,1,32.575,16,2012,1
9368,787,97,3,0,1,1,32.575,17,2012,1
9369,744,108,3,0,1,1,31.82,18,2012,1
9370,594,80,3,0,1,1,30.305,19,2012,0
9371,408,55,3,0,1,1,30.305,20,2012,0
9372,291,26,3,0,1,1,30.305,21,2012,0
9373,223,28,3,0,1,1,29.545,22,2012,0
9374,137,33,3,0,1,1,27.275,23,2012,0
9375,63,24,3,0,1,1,26.515,0,2012,0
9376,35,6,3,0,1,1,26.515,1,2012,0
9377,23,7,3,0,1,1,26.515,2,2012,0
9378,9,5,3,0,1,1,25.76,3,2012,0
9379,11,1,3,0,1,1,25.76,4,2012,0
9380,40,1,3,0,1,1,25.76,5,2012,0
9381,144,8,3,0,1,1,25.76,6,2012,1
9382,437,17,3,0,1,2,26.515,7,2012,1
9383,715,51,3,0,1,2,28.79,8,2012,1
9384,301,46,3,0,1,2,29.545,9,2012,1
9385,171,75,3,0,1,2,31.82,10,2012,1
9386,196,84,3,0,1,2,31.82,11,2012,1
9387,290,119,3,0,1,2,32.575,12,2012,1
9388,301,107,3,0,1,2,32.575,13,2012,1
9389,258,113,3,0,1,2,32.575,14,2012,1
9390,273,94,3,0,1,2,33.335,15,2012,1
9391,454,109,3,0,1,2,33.335,16,2012,1
9392,757,137,3,0,1,1,33.335,17,2012,1
9393,692,116,3,0,1,1,32.575,18,2012,1
9394,496,83,3,0,1,1,31.82,19,2012,0
9395,337,67,3,0,1,1,31.06,20,2012,0
9396,270,42,3,0,1,1,30.305,21,2012,0
9397,189,40,3,0,1,1,28.79,22,2012,0
9398,168,27,3,0,1,1,29.545,23,2012,0
9399,169,38,3,0,0,1,28.03,0,2012,0
9400,101,8,3,0,0,1,29.545,1,2012,0
9401,75,18,3,0,0,1,27.275,2,2012,0
9402,31,6,3,0,0,1,29.545,3,2012,0
9403,3,3,3,0,0,2,29.545,4,2012,0
9404,15,1,3,0,0,1,27.275,5,2012,0
9405,27,6,3,0,0,1,25.76,6,2012,1
9406,63,10,3,0,0,1,25.76,7,2012,1
9407,169,43,3,0,0,1,26.515,8,2012,1
9408,263,79,3,0,0,1,31.06,9,2012,1
9409,323,119,3,0,0,1,31.06,10,2012,1
9410,399,228,3,0,0,1,31.06,11,2012,1
9411,419,287,3,0,0,1,31.06,12,2012,1
9412,377,327,3,0,0,1,31.82,13,2012,1
9413,390,325,3,0,0,1,31.82,14,2012,1
9414,342,312,3,0,0,2,31.82,15,2012,1
9415,433,350,3,0,0,2,31.06,16,2012,1
9416,434,295,3,0,0,2,31.06,17,2012,1
9417,382,232,3,0,0,2,31.06,18,2012,1
9418,309,169,3,0,0,1,31.06,19,2012,0
9419,241,89,3,0,0,1,31.06,20,2012,0
9420,210,86,3,0,0,1,26.515,21,2012,0
9421,197,82,3,0,0,1,26.515,22,2012,0
9422,182,47,3,0,0,1,25.76,23,2012,0
9423,123,28,3,0,0,1,25.76,0,2012,0
9424,82,35,3,0,0,1,25.76,1,2012,0
9425,62,27,3,0,0,1,25.0,2,2012,0
9426,38,10,3,0,0,1,24.24,3,2012,0
9427,6,2,3,0,0,1,24.24,4,2012,0
9428,10,3,3,0,0,1,24.24,5,2012,0
9429,26,9,3,0,0,1,24.24,6,2012,1
9430,43,28,3,0,0,1,24.24,7,2012,1
9431,94,34,3,0,0,1,25.76,8,2012,1
9432,226,70,3,0,0,1,27.275,9,2012,1
9433,330,160,3,0,0,1,31.06,10,2012,1
9434,376,183,3,0,0,1,31.06,11,2012,1
9435,468,188,3,0,0,1,31.06,12,2012,1
9436,454,240,3,0,0,1,31.06,13,2012,1
9437,410,225,3,0,0,1,31.06,14,2012,1
9438,342,215,3,0,0,1,31.06,15,2012,1
9439,402,194,3,0,0,1,31.06,16,2012,1
9440,393,177,3,0,0,1,31.06,17,2012,1
9441,361,120,3,0,0,1,31.06,18,2012,1
9442,312,91,3,0,0,1,31.06,19,2012,0
9443,267,57,3,0,0,1,31.06,20,2012,0
9444,148,43,3,0,0,1,31.06,21,2012,0
9445,109,18,3,0,0,1,26.515,22,2012,0
9446,85,9,3,0,0,1,25.76,23,2012,0
9447,31,14,3,0,1,1,25.76,0,2012,0
9448,12,9,3,0,1,1,25.0,1,2012,0
9449,8,5,3,0,1,1,25.0,2,2012,0
9450,7,0,3,0,1,1,24.24,3,2012,0
9451,9,2,3,0,1,1,24.24,4,2012,0
9452,44,1,3,0,1,1,23.485,5,2012,0
9453,157,7,3,0,1,1,23.485,6,2012,1
9454,474,18,3,0,1,1,25.0,7,2012,1
9455,647,36,3,0,1,1,25.76,8,2012,1
9456,265,34,3,0,1,1,27.275,9,2012,1
9457,129,73,3,0,1,2,30.305,10,2012,1
9458,191,61,3,0,1,2,30.305,11,2012,1
9459,233,62,3,0,1,2,30.305,12,2012,1
9460,231,112,3,0,1,1,30.305,13,2012,1
9461,203,129,3,0,1,2,30.305,14,2012,1
9462,256,82,3,0,1,2,30.305,15,2012,1
9463,379,74,3,0,1,2,30.305,16,2012,1
9464,740,102,3,0,1,2,30.305,17,2012,1
9465,708,66,3,0,1,2,29.545,18,2012,1
9466,435,51,3,0,1,2,29.545,19,2012,0
9467,308,32,3,0,1,2,29.545,20,2012,0
9468,205,28,3,0,1,3,28.79,21,2012,0
9469,109,20,3,0,1,3,28.79,22,2012,0
9470,66,4,3,0,1,3,25.76,23,2012,0
9471,11,2,3,0,1,3,25.76,0,2012,0
9472,5,0,3,0,1,3,25.76,1,2012,0
9473,4,0,3,0,1,3,25.76,2,2012,0
9474,6,0,3,0,1,2,27.275,3,2012,0
9475,5,2,3,0,1,2,27.275,4,2012,0
9476,45,3,3,0,1,2,28.79,5,2012,0
9477,163,4,3,0,1,2,28.79,6,2012,1
9478,343,13,3,0,1,2,28.79,7,2012,1
9479,640,32,3,0,1,2,30.305,8,2012,1
9480,266,27,3,0,1,2,30.305,9,2012,1
9481,130,30,3,0,1,3,31.82,10,2012,1
9482,115,36,3,0,1,2,31.82,11,2012,1
9483,72,16,3,0,1,3,31.82,12,2012,1
9484,97,17,3,0,1,2,33.335,13,2012,1
9485,116,27,3,0,1,3,25.76,14,2012,1
9486,35,1,3,0,1,3,27.275,15,2012,1
9487,122,19,3,0,1,3,27.275,16,2012,1
9488,302,36,3,0,1,3,27.275,17,2012,1
9489,262,19,3,0,1,2,27.275,18,2012,1
9490,302,22,3,0,1,2,27.275,19,2012,0
9491,271,19,3,0,1,2,27.275,20,2012,0
9492,186,21,3,0,1,2,27.275,21,2012,0
9493,137,14,3,0,1,3,27.275,22,2012,0
9494,67,11,3,0,1,2,26.515,23,2012,0
9495,23,3,3,0,1,2,26.515,0,2012,0
9496,12,0,3,0,1,2,25.76,1,2012,0
9497,3,0,3,0,1,2,25.76,2,2012,0
9498,4,1,3,0,1,2,25.0,3,2012,0
9499,10,0,3,0,1,2,25.0,4,2012,0
9500,54,2,3,0,1,2,25.0,5,2012,0
9501,166,6,3,0,1,1,25.0,6,2012,1
9502,529,16,3,0,1,1,25.0,7,2012,1
9503,758,39,3,0,1,1,25.0,8,2012,1
9504,336,26,3,0,1,1,25.76,9,2012,1
9505,169,23,3,0,1,1,26.515,10,2012,1
9506,203,44,3,0,1,1,31.06,11,2012,1
9507,260,53,3,0,1,1,31.06,12,2012,1
9508,234,55,3,0,1,1,31.06,13,2012,1
9509,227,59,3,0,1,1,31.06,14,2012,1
9510,254,57,3,0,1,1,31.06,15,2012,1
9511,397,69,3,0,1,1,31.06,16,2012,1
9512,812,74,3,0,1,1,31.06,17,2012,1
9513,807,85,3,0,1,1,27.275,18,2012,1
9514,539,72,3,0,1,1,26.515,19,2012,0
9515,378,31,3,0,1,1,25.0,20,2012,0
9516,324,25,3,0,1,1,24.24,21,2012,0
9517,198,31,3,0,1,1,24.24,22,2012,0
9518,106,17,3,0,1,1,23.485,23,2012,0
9519,39,6,4,0,1,1,22.725,0,2012,0
9520,13,5,4,0,1,1,21.97,1,2012,0
9521,6,6,4,0,1,1,22.725,2,2012,0
9522,6,1,4,0,1,1,21.97,3,2012,0
9523,10,0,4,0,1,1,21.21,4,2012,0
9524,34,2,4,0,1,1,21.97,5,2012,0
9525,147,8,4,0,1,1,21.97,6,2012,1
9526,470,13,4,0,1,1,21.97,7,2012,1
9527,744,40,4,0,1,2,22.725,8,2012,1
9528,314,26,4,0,1,2,25.0,9,2012,1
9529,135,44,4,0,1,1,25.76,10,2012,1
9530,196,76,4,0,1,1,27.275,11,2012,1
9531,262,61,4,0,1,2,31.06,12,2012,1
9532,225,80,4,0,1,2,31.06,13,2012,1
9533,193,51,4,0,1,2,31.06,14,2012,1
9534,234,95,4,0,1,2,31.06,15,2012,1
9535,408,51,4,0,1,2,31.06,16,2012,1
9536,791,65,4,0,1,3,26.515,17,2012,1
9537,571,42,4,0,1,3,26.515,18,2012,1
9538,483,33,4,0,1,2,25.76,19,2012,0
9539,251,11,4,0,1,3,25.76,20,2012,0
9540,205,13,4,0,1,2,25.76,21,2012,0
9541,190,17,4,0,1,3,25.76,22,2012,0
9542,88,17,4,0,1,3,25.76,23,2012,0
9543,30,1,4,0,1,2,26.515,0,2012,0
9544,11,0,4,0,1,2,25.76,1,2012,0
9545,2,0,4,0,1,2,25.76,2,2012,0
9546,4,1,4,0,1,2,25.76,3,2012,0
9547,8,2,4,0,1,2,26.515,4,2012,0
9548,42,1,4,0,1,2,26.515,5,2012,0
9549,176,3,4,0,1,3,27.275,6,2012,1
9550,256,4,4,0,1,3,27.275,7,2012,1
9551,128,6,4,0,1,3,27.275,8,2012,1
9552,83,3,4,0,1,3,27.275,9,2012,1
9553,42,3,4,0,1,3,27.275,10,2012,1
9554,92,7,4,0,1,3,27.275,11,2012,1
9555,98,6,4,0,1,2,27.275,12,2012,1
9556,148,6,4,0,1,2,27.275,13,2012,1
9557,147,16,4,0,1,3,27.275,14,2012,1
9558,195,14,4,0,1,3,28.79,15,2012,1
9559,328,46,4,0,1,3,28.03,16,2012,1
9560,677,38,4,0,1,3,28.03,17,2012,1
9561,639,48,4,0,1,3,27.275,18,2012,1
9562,368,27,4,0,1,3,27.275,19,2012,0
9563,286,20,4,0,1,3,27.275,20,2012,0
9564,265,24,4,0,1,3,27.275,21,2012,0
9565,212,28,4,0,1,2,27.275,22,2012,0
9566,87,11,4,0,1,2,27.275,23,2012,0
9567,47,5,4,0,1,3,27.275,0,2012,0
9568,16,3,4,0,1,2,27.275,1,2012,0
9569,7,2,4,0,1,2,27.275,2,2012,0
9570,7,0,4,0,1,2,25.76,3,2012,0
9571,9,2,4,0,1,2,25.0,4,2012,0
9572,32,2,4,0,1,2,27.275,5,2012,0
9573,173,4,4,0,1,2,25.76,6,2012,1
9574,504,11,4,0,1,2,25.76,7,2012,1
9575,781,28,4,0,1,2,28.03,8,2012,1
9576,332,30,4,0,1,2,28.79,9,2012,1
9577,146,29,4,0,1,1,30.305,10,2012,1
9578,178,52,4,0,1,1,30.305,11,2012,1
9579,289,69,4,0,1,2,32.575,12,2012,1
9580,224,55,4,0,1,2,33.335,13,2012,1
9581,195,56,4,0,1,2,34.09,14,2012,1
9582,260,59,4,0,1,2,34.09,15,2012,1
9583,436,42,4,0,1,2,33.335,16,2012,1
9584,833,84,4,0,1,1,32.575,17,2012,1
9585,756,54,4,0,1,1,32.575,18,2012,1
9586,544,49,4,0,1,1,32.575,19,2012,0
9587,449,48,4,0,1,1,32.575,20,2012,0
9588,195,14,4,0,1,2,31.06,21,2012,0
9589,232,9,4,0,1,1,31.06,22,2012,0
9590,199,21,4,0,1,2,30.305,23,2012,0
9591,65,11,4,0,1,3,28.79,0,2012,0
9592,23,2,4,0,1,2,27.275,1,2012,0
9593,10,3,4,0,1,1,28.79,2,2012,0
9594,6,5,4,0,1,2,28.03,3,2012,0
9595,10,0,4,0,1,2,28.79,4,2012,0
9596,37,2,4,0,1,3,28.79,5,2012,0
9597,132,1,4,0,1,3,27.275,6,2012,1
9598,379,12,4,0,1,2,28.79,7,2012,1
9599,711,27,4,0,1,1,28.79,8,2012,1
9600,319,40,4,0,1,2,28.79,9,2012,1
9601,150,27,4,0,1,2,30.305,10,2012,1
9602,176,38,4,0,1,2,32.575,11,2012,1
9603,231,57,4,0,1,2,33.335,12,2012,1
9604,231,63,4,0,1,2,33.335,13,2012,1
9605,211,56,4,0,1,1,32.575,14,2012,1
9606,248,77,4,0,1,1,33.335,15,2012,1
9607,411,86,4,0,1,1,32.575,16,2012,1
9608,789,112,4,0,1,1,32.575,17,2012,1
9609,812,75,4,0,1,1,31.06,18,2012,1
9610,467,67,4,0,1,1,31.06,19,2012,0
9611,391,50,4,0,1,1,30.305,20,2012,0
9612,288,33,4,0,1,1,30.305,21,2012,0
9613,203,29,4,0,1,1,31.06,22,2012,0
9614,137,18,4,0,1,1,31.06,23,2012,0
9615,86,16,4,0,1,1,26.515,0,2012,0
9616,43,3,4,0,1,1,25.76,1,2012,0
9617,10,1,4,0,1,1,25.76,2,2012,0
9618,11,5,4,0,1,1,25.76,3,2012,0
9619,11,0,4,0,1,1,25.76,4,2012,0
9620,41,0,4,0,1,1,25.0,5,2012,0
9621,133,4,4,0,1,1,25.0,6,2012,1
9622,417,11,4,0,1,1,25.0,7,2012,1
9623,749,36,4,0,1,1,27.275,8,2012,1
9624,326,58,4,0,1,1,30.305,9,2012,1
9625,192,68,4,0,1,1,31.06,10,2012,1
9626,214,90,4,0,1,1,32.575,11,2012,1
9627,307,161,4,0,1,1,32.575,12,2012,1
9628,307,117,4,0,1,1,32.575,13,2012,1
9629,287,113,4,0,1,1,32.575,14,2012,1
9630,320,150,4,0,1,1,32.575,15,2012,1
9631,481,153,4,0,1,1,32.575,16,2012,1
9632,742,158,4,0,1,1,31.82,17,2012,1
9633,655,106,4,0,1,1,31.06,18,2012,1
9634,433,67,4,0,1,1,29.545,19,2012,0
9635,306,66,4,0,1,1,28.79,20,2012,0
9636,220,47,4,0,1,1,29.545,21,2012,0
9637,201,63,4,0,1,1,29.545,22,2012,0
9638,148,23,4,0,1,1,27.275,23,2012,0
9639,154,37,4,0,0,1,26.515,0,2012,0
9640,116,25,4,0,0,1,26.515,1,2012,0
